held_out,candidate,legacy_train,corrected_train
NAM,PRY,True,True
NAM,PER,True,True
NAM,SUR,True,True
NAM,URY,True,True
NAM,VEN,True,True
NER,DZA,False,False
NER,AGO,True,True
NER,BEN,False,False
NER,BWA,True,True
NER,BFA,False,False
NER,BDI,True,True
NER,CMR,False,False
NER,CAF,True,True
NER,TCD,False,False
NER,COG,True,True
NER,COD,True,True
NER,CIV,True,True
NER,DJI,True,True
NER,EGY,True,True
NER,GNQ,True,True
NER,ERI,True,True
NER,ETH,True,True
NER,GAB,True,True
NER,GHA,False,False
NER,GIN,True,True
NER,GNB,True,True
NER,KEN,True,True
NER,LSO,True,True
NER,LBR,True,True
NER,LBY,False,False
NER,MDG,True,True
NER,MWI,True,True
NER,MLI,False,False
NER,MRT,True,True
NER,MAR,True,True
NER,MOZ,True,True
NER,NAM,True,True
NER,NER,False,False
NER,NGA,False,False
NER,RWA,True,True
NER,SEN,True,True
NER,SLE,True,True
NER,SOM,True,True
NER,ZAF,True,True
NER,SDN,True,True
NER,SWZ,True,True
NER,TZA,True,True
NER,TGO,False,False
NER,TUN,True,True
NER,UGA,True,True
NER,ZMB,True,True
NER,ZWE,True,True
NER,AFG,True,True
NER,ARM,True,True
NER,AZE,True,True
NER,BGD,True,True
NER,MMR,True,True
NER,KHM,True,True
NER,CHN,True,True
NER,GEO,True,True
NER,IND,True,True
NER,IDN,True,True
NER,IRN,True,True
NER,IRQ,True,True
NER,ISR,True,True
NER,JPN,True,True
NER,JOR,True,True
NER,KAZ,True,True
NER,LAO,True,True
NER,LBN,True,True
NER,MYS,True,True
NER,MNG,True,True
NER,NPL,True,True
NER,OMN,True,True
NER,PAK,True,True
NER,PHL,True,True
NER,QAT,True,True
NER,SAU,True,True
NER,KOR,True,True
NER,LKA,True,True
NER,SYR,True,True
NER,TWN,True,True
NER,TJK,True,True
NER,THA,True,True
NER,TUR,True,True
NER,TKM,True,True
NER,ARE,True,True
NER,UZB,True,True
NER,VNM,True,True
NER,YEM,True,True
NER,ALB,True,True
NER,AUT,True,True
NER,BLR,True,True
NER,BEL,True,True
NER,BIH,True,True
NER,BGR,True,True
NER,HRV,True,True
NER,CYP,True,True
NER,CZE,True,True
NER,DNK,True,True
NER,EST,True,True
NER,FIN,True,True
NER,FRA,True,True
NER,DEU,True,True
NER,GRC,True,True
NER,HUN,True,True
NER,ISL,True,True
NER,IRL,True,True
NER,ITA,True,True
NER,LVA,True,True
NER,LTU,True,True
NER,MKD,True,True
NER,MDA,True,True
NER,MNE,True,True
NER,NLD,True,True
NER,NOR,True,True
NER,POL,True,True
NER,PRT,True,True
NER,ROU,True,True
NER,RUS,True,True
NER,SRB,True,True
NER,SVK,True,True
NER,SVN,True,True
NER,ESP,True,True
NER,SWE,True,True
NER,CHE,True,True
NER,UKR,True,True
NER,GBR,True,True
NER,BHS,True,True
NER,CAN,True,True
NER,CRI,True,True
NER,CUB,True,True
NER,DOM,True,True
NER,SLV,True,True
NER,GTM,True,True
NER,HTI,True,True
NER,HND,True,True
NER,JAM,True,True
NER,MEX,True,True
NER,NIC,True,True
NER,PAN,True,True
NER,USA,True,True
NER,AUS,True,True
NER,NZL,True,True
NER,PNG,True,True
NER,ARG,True,True
NER,BOL,True,True
NER,BRA,True,True
NER,CHL,True,True
NER,COL,True,True
NER,ECU,True,True
NER,PRY,True,True
NER,PER,True,True
NER,SUR,True,True
NER,URY,True,True
NER,VEN,True,True
NGA,DZA,True,True
NGA,AGO,True,True
NGA,BEN,False,False
NGA,BWA,True,True
NGA,BFA,False,False
NGA,BDI,True,True
NGA,CMR,False,False
NGA,CAF,False,False
NGA,TCD,False,False
NGA,COG,True,True
NGA,COD,True,True
NGA,CIV,True,True
NGA,DJI,True,True
NGA,EGY,True,True
NGA,GNQ,False,False
NGA,ERI,True,True
NGA,ETH,True,True
NGA,GAB,False,False
NGA,GHA,False,False
NGA,GIN,True,True
NGA,GNB,True,True
NGA,KEN,True,True
NGA,LSO,True,True
NGA,LBR,True,True
NGA,LBY,True,True
NGA,MDG,True,True
NGA,MWI,True,True
NGA,MLI,False,False
NGA,MRT,True,True
NGA,MAR,True,True
NGA,MOZ,True,True
NGA,NAM,True,True
NGA,NER,False,False
NGA,NGA,False,False
NGA,RWA,True,True
NGA,SEN,True,True
NGA,SLE,True,True
NGA,SOM,True,True
NGA,ZAF,True,True
NGA,SDN,True,True
NGA,SWZ,True,True
NGA,TZA,True,True
NGA,TGO,False,False
NGA,TUN,True,True
NGA,UGA,True,True
NGA,ZMB,True,True
NGA,ZWE,True,True
NGA,AFG,True,True
NGA,ARM,True,True
NGA,AZE,True,True
NGA,BGD,True,True
NGA,MMR,True,True
NGA,KHM,True,True
NGA,CHN,True,True
NGA,GEO,True,True
NGA,IND,True,True
NGA,IDN,True,True
NGA,IRN,True,True
NGA,IRQ,True,True
NGA,ISR,True,True
NGA,JPN,True,True
NGA,JOR,True,True
NGA,KAZ,True,True
NGA,LAO,True,True
NGA,LBN,True,True
NGA,MYS,True,True
NGA,MNG,True,True
NGA,NPL,True,True
NGA,OMN,True,True
NGA,PAK,True,True
NGA,PHL,True,True
NGA,QAT,True,True
NGA,SAU,True,True
NGA,KOR,True,True
NGA,LKA,True,True
NGA,SYR,True,True
NGA,TWN,True,True
NGA,TJK,True,True
NGA,THA,True,True
NGA,TUR,True,True
NGA,TKM,True,True
NGA,ARE,True,True
NGA,UZB,True,True
NGA,VNM,True,True
NGA,YEM,True,True
NGA,ALB,True,True
NGA,AUT,True,True
NGA,BLR,True,True
NGA,BEL,True,True
NGA,BIH,True,True
NGA,BGR,True,True
NGA,HRV,True,True
NGA,CYP,True,True
NGA,CZE,True,True
NGA,DNK,True,True
NGA,EST,True,True
NGA,FIN,True,True
NGA,FRA,True,True
NGA,DEU,True,True
NGA,GRC,True,True
NGA,HUN,True,True
NGA,ISL,True,True
NGA,IRL,True,True
NGA,ITA,True,True
NGA,LVA,True,True
NGA,LTU,True,True
NGA,MKD,True,True
NGA,MDA,True,True
NGA,MNE,True,True
NGA,NLD,True,True
NGA,NOR,True,True
NGA,POL,True,True
NGA,PRT,True,True
NGA,ROU,True,True
NGA,RUS,True,True
NGA,SRB,True,True
NGA,SVK,True,True
NGA,SVN,True,True
NGA,ESP,True,True
NGA,SWE,True,True
NGA,CHE,True,True
NGA,UKR,True,True
NGA,GBR,True,True
NGA,BHS,True,True
NGA,CAN,True,True
NGA,CRI,True,True
NGA,CUB,True,True
NGA,DOM,True,True
NGA,SLV,True,True
NGA,GTM,True,True
NGA,HTI,True,True
NGA,HND,True,True
NGA,JAM,True,True
NGA,MEX,True,True
NGA,NIC,True,True
NGA,PAN,True,True
NGA,USA,True,True
NGA,AUS,True,True
NGA,NZL,True,True
NGA,PNG,True,True
NGA,ARG,True,True
NGA,BOL,True,True
NGA,BRA,True,True
NGA,CHL,True,True
NGA,COL,True,True
NGA,ECU,True,True
NGA,PRY,True,True
NGA,PER,True,True
NGA,SUR,True,True
NGA,URY,True,True
NGA,VEN,True,True
RWA,DZA,True,True
RWA,AGO,True,True
RWA,BEN,True,True
RWA,BWA,True,True
RWA,BFA,True,True
RWA,BDI,False,False
RWA,CMR,True,True
RWA,CAF,True,True
RWA,TCD,True,True
RWA,COG,True,True
RWA,COD,False,False
RWA,CIV,True,True
RWA,DJI,True,True
RWA,EGY,True,True
RWA,GNQ,True,True
RWA,ERI,True,True
RWA,ETH,True,True
RWA,GAB,True,True
RWA,GHA,True,True
RWA,GIN,True,True
RWA,GNB,True,True
RWA,KEN,False,False
RWA,LSO,True,True
RWA,LBR,True,True
RWA,LBY,True,True
RWA,MDG,True,True
RWA,MWI,True,True
RWA,MLI,True,True
RWA,MRT,True,True
RWA,MAR,True,True
RWA,MOZ,True,True
RWA,NAM,True,True
RWA,NER,True,True
RWA,NGA,True,True
RWA,RWA,False,False
RWA,SEN,True,True
RWA,SLE,True,True
RWA,SOM,True,True
RWA,ZAF,True,True
RWA,SDN,True,True
RWA,SWZ,True,True
RWA,TZA,False,False
RWA,TGO,True,True
RWA,TUN,True,True
RWA,UGA,False,False
RWA,ZMB,True,True
RWA,ZWE,True,True
RWA,AFG,True,True
RWA,ARM,True,True
RWA,AZE,True,True
RWA,BGD,True,True
RWA,MMR,True,True
RWA,KHM,True,True
RWA,CHN,True,True
RWA,GEO,True,True
RWA,IND,True,True
RWA,IDN,True,True
RWA,IRN,True,True
RWA,IRQ,True,True
RWA,ISR,True,True
RWA,JPN,True,True
RWA,JOR,True,True
RWA,KAZ,True,True
RWA,LAO,True,True
RWA,LBN,True,True
RWA,MYS,True,True
RWA,MNG,True,True
RWA,NPL,True,True
RWA,OMN,True,True
RWA,PAK,True,True
RWA,PHL,True,True
RWA,QAT,True,True
RWA,SAU,True,True
RWA,KOR,True,True
RWA,LKA,True,True
RWA,SYR,True,True
RWA,TWN,True,True
RWA,TJK,True,True
RWA,THA,True,True
RWA,TUR,True,True
RWA,TKM,True,True
RWA,ARE,True,True
RWA,UZB,True,True
RWA,VNM,True,True
RWA,YEM,True,True
RWA,ALB,True,True
RWA,AUT,True,True
RWA,BLR,True,True
RWA,BEL,True,True
RWA,BIH,True,True
RWA,BGR,True,True
RWA,HRV,True,True
RWA,CYP,True,True
RWA,CZE,True,True
RWA,DNK,True,True
RWA,EST,True,True
RWA,FIN,True,True
RWA,FRA,True,True
RWA,DEU,True,True
RWA,GRC,True,True
RWA,HUN,True,True
RWA,ISL,True,True
RWA,IRL,True,True
RWA,ITA,True,True
RWA,LVA,True,True
RWA,LTU,True,True
RWA,MKD,True,True
RWA,MDA,True,True
RWA,MNE,True,True
RWA,NLD,True,True
RWA,NOR,True,True
RWA,POL,True,True
RWA,PRT,True,True
RWA,ROU,True,True
RWA,RUS,True,True
RWA,SRB,True,True
RWA,SVK,True,True
RWA,SVN,True,True
RWA,ESP,True,True
RWA,SWE,True,True
RWA,CHE,True,True
RWA,UKR,True,True
RWA,GBR,True,True
RWA,BHS,True,True
RWA,CAN,True,True
RWA,CRI,True,True
RWA,CUB,True,True
RWA,DOM,True,True
RWA,SLV,True,True
RWA,GTM,True,True
RWA,HTI,True,True
RWA,HND,True,True
RWA,JAM,True,True
RWA,MEX,True,True
RWA,NIC,True,True
RWA,PAN,True,True
RWA,USA,True,True
RWA,AUS,True,True
RWA,NZL,True,True
RWA,PNG,True,True
RWA,ARG,True,True
RWA,BOL,True,True
RWA,BRA,True,True
RWA,CHL,True,True
RWA,COL,True,True
RWA,ECU,True,True
RWA,PRY,True,True
RWA,PER,True,True
RWA,SUR,True,True
RWA,URY,True,True
RWA,VEN,True,True
SEN,DZA,True,True
SEN,AGO,True,True
SEN,BEN,True,True
SEN,BWA,True,True
SEN,BFA,True,True
SEN,BDI,True,True
SEN,CMR,True,True
SEN,CAF,True,True
SEN,TCD,True,True
SEN,COG,True,True
SEN,COD,True,True
SEN,CIV,True,False
SEN,DJI,True,True
SEN,EGY,True,True
SEN,GNQ,True,True
SEN,ERI,True,True
SEN,ETH,True,True
SEN,GAB,True,True
SEN,GHA,True,True
SEN,GIN,False,False
SEN,GNB,False,False
SEN,KEN,True,True
SEN,LSO,True,True
SEN,LBR,True,False
SEN,LBY,True,True
SEN,MDG,True,True
SEN,MWI,True,True
SEN,MLI,False,False
SEN,MRT,False,False
SEN,MAR,True,True
SEN,MOZ,True,True
SEN,NAM,True,True
SEN,NER,True,True
SEN,NGA,True,True
SEN,RWA,True,True
SEN,SEN,False,False
SEN,SLE,False,False
SEN,SOM,True,True
SEN,ZAF,True,True
SEN,SDN,True,True
SEN,SWZ,True,True
SEN,TZA,True,True
SEN,TGO,True,True
SEN,TUN,True,True
SEN,UGA,True,True
SEN,ZMB,True,True
SEN,ZWE,True,True
SEN,AFG,True,True
SEN,ARM,True,True
SEN,AZE,True,True
SEN,BGD,True,True
SEN,MMR,True,True
SEN,KHM,True,True
SEN,CHN,True,True
SEN,GEO,True,True
SEN,IND,True,True
SEN,IDN,True,True
SEN,IRN,True,True
SEN,IRQ,True,True
SEN,ISR,True,True
SEN,JPN,True,True
SEN,JOR,True,True
SEN,KAZ,True,True
SEN,LAO,True,True
SEN,LBN,True,True
SEN,MYS,True,True
SEN,MNG,True,True
SEN,NPL,True,True
SEN,OMN,True,True
SEN,PAK,True,True
SEN,PHL,True,True
SEN,QAT,True,True
SEN,SAU,True,True
SEN,KOR,True,True
SEN,LKA,True,True
SEN,SYR,True,True
SEN,TWN,True,True
SEN,TJK,True,True
SEN,THA,True,True
SEN,TUR,True,True
SEN,TKM,True,True
SEN,ARE,True,True
SEN,UZB,True,True
SEN,VNM,True,True
SEN,YEM,True,True
SEN,ALB,True,True
SEN,AUT,True,True
SEN,BLR,True,True
SEN,BEL,True,True
SEN,BIH,True,True
SEN,BGR,True,True
SEN,HRV,True,True
SEN,CYP,True,True
SEN,CZE,True,True
SEN,DNK,True,True
SEN,EST,True,True
SEN,FIN,True,True
SEN,FRA,True,True
SEN,DEU,True,True
SEN,GRC,True,True
SEN,HUN,True,True
SEN,ISL,True,True
SEN,IRL,True,True
SEN,ITA,True,True
SEN,LVA,True,True
SEN,LTU,True,True
SEN,MKD,True,True
SEN,MDA,True,True
SEN,MNE,True,True
SEN,NLD,True,True
SEN,NOR,True,True
SEN,POL,True,True
SEN,PRT,True,True
SEN,ROU,True,True
SEN,RUS,True,True
SEN,SRB,True,True
SEN,SVK,True,True
SEN,SVN,True,True
SEN,ESP,True,True
SEN,SWE,True,True
SEN,CHE,True,True
SEN,UKR,True,True
SEN,GBR,True,True
SEN,BHS,True,True
SEN,CAN,True,True
SEN,CRI,True,True
SEN,CUB,True,True
SEN,DOM,True,True
SEN,SLV,True,True
SEN,GTM,True,True
SEN,HTI,True,True
SEN,HND,True,True
SEN,JAM,True,True
SEN,MEX,True,True
SEN,NIC,True,True
SEN,PAN,True,True
SEN,USA,True,True
SEN,AUS,True,True
SEN,NZL,True,True
SEN,PNG,True,True
SEN,ARG,True,True
SEN,BOL,True,True
SEN,BRA,True,True
SEN,CHL,True,True
SEN,COL,True,True
SEN,ECU,True,True
SEN,PRY,True,True
SEN,PER,True,True
SEN,SUR,True,True
SEN,URY,True,True
SEN,VEN,True,True
SLE,DZA,True,True
SLE,AGO,True,True
SLE,BEN,True,True
SLE,BWA,True,True
SLE,BFA,True,True
SLE,BDI,True,True
SLE,CMR,True,True
SLE,CAF,True,True
SLE,TCD,True,True
SLE,COG,True,True
SLE,COD,True,True
SLE,CIV,False,False
SLE,DJI,True,True
SLE,EGY,True,True
SLE,GNQ,True,True
SLE,ERI,True,True
SLE,ETH,True,True
SLE,GAB,True,True
SLE,GHA,True,True
SLE,GIN,False,False
SLE,GNB,False,False
SLE,KEN,True,True
SLE,LSO,True,True
SLE,LBR,False,False
SLE,LBY,True,True
SLE,MDG,True,True
SLE,MWI,True,True
SLE,MLI,False,False
SLE,MRT,True,True
SLE,MAR,True,True
SLE,MOZ,True,True
SLE,NAM,True,True
SLE,NER,True,True
SLE,NGA,True,True
SLE,RWA,True,True
SLE,SEN,False,False
SLE,SLE,False,False
SLE,SOM,True,True
SLE,ZAF,True,True
SLE,SDN,True,True
SLE,SWZ,True,True
SLE,TZA,True,True
SLE,TGO,True,True
SLE,TUN,True,True
SLE,UGA,True,True
SLE,ZMB,True,True
SLE,ZWE,True,True
SLE,AFG,True,True
SLE,ARM,True,True
SLE,AZE,True,True
SLE,BGD,True,True
SLE,MMR,True,True
SLE,KHM,True,True
SLE,CHN,True,True
SLE,GEO,True,True
SLE,IND,True,True
SLE,IDN,True,True
SLE,IRN,True,True
SLE,IRQ,True,True
SLE,ISR,True,True
SLE,JPN,True,True
SLE,JOR,True,True
SLE,KAZ,True,True
SLE,LAO,True,True
SLE,LBN,True,True
SLE,MYS,True,True
SLE,MNG,True,True
SLE,NPL,True,True
SLE,OMN,True,True
SLE,PAK,True,True
SLE,PHL,True,True
SLE,QAT,True,True
SLE,SAU,True,True
SLE,KOR,True,True
SLE,LKA,True,True
SLE,SYR,True,True
SLE,TWN,True,True
SLE,TJK,True,True
SLE,THA,True,True
SLE,TUR,True,True
SLE,TKM,True,True
SLE,ARE,True,True
SLE,UZB,True,True
SLE,VNM,True,True
SLE,YEM,True,True
SLE,ALB,True,True
SLE,AUT,True,True
SLE,BLR,True,True
SLE,BEL,True,True
SLE,BIH,True,True
SLE,BGR,True,True
SLE,HRV,True,True
SLE,CYP,True,True
SLE,CZE,True,True
SLE,DNK,True,True
SLE,EST,True,True
SLE,FIN,True,True
SLE,FRA,True,True
SLE,DEU,True,True
SLE,GRC,True,True
SLE,HUN,True,True
SLE,ISL,True,True
SLE,IRL,True,True
SLE,ITA,True,True
SLE,LVA,True,True
SLE,LTU,True,True
SLE,MKD,True,True
SLE,MDA,True,True
SLE,MNE,True,True
SLE,NLD,True,True
SLE,NOR,True,True
SLE,POL,True,True
SLE,PRT,True,True
SLE,ROU,True,True
SLE,RUS,True,True
SLE,SRB,True,True
SLE,SVK,True,True
SLE,SVN,True,True
SLE,ESP,True,True
SLE,SWE,True,True
SLE,CHE,True,True
SLE,UKR,True,True
SLE,GBR,True,True
SLE,BHS,True,True
SLE,CAN,True,True
SLE,CRI,True,True
SLE,CUB,True,True
SLE,DOM,True,True
SLE,SLV,True,True
SLE,GTM,True,True
SLE,HTI,True,True
SLE,HND,True,True
SLE,JAM,True,True
SLE,MEX,True,True
SLE,NIC,True,True
SLE,PAN,True,True
SLE,USA,True,True
SLE,AUS,True,True
SLE,NZL,True,True
SLE,PNG,True,True
SLE,ARG,True,True
SLE,BOL,True,True
SLE,BRA,True,True
SLE,CHL,True,True
SLE,COL,True,True
SLE,ECU,True,True
SLE,PRY,True,True
SLE,PER,True,True
SLE,SUR,True,True
SLE,URY,True,True
SLE,VEN,True,True
SOM,DZA,True,True
SOM,AGO,True,True
SOM,BEN,True,True
SOM,BWA,True,True
SOM,BFA,True,True
SOM,BDI,True,True
SOM,CMR,True,True
SOM,CAF,True,True
SOM,TCD,True,True
SOM,COG,True,True
SOM,COD,True,True
SOM,CIV,True,True
SOM,DJI,False,False
SOM,EGY,True,True
SOM,GNQ,True,True
SOM,ERI,False,False
SOM,ETH,False,False
SOM,GAB,True,True
SOM,GHA,True,True
SOM,GIN,True,True
SOM,GNB,True,True
SOM,KEN,False,False
SOM,LSO,True,True
SOM,LBR,True,True
SOM,LBY,True,True
SOM,MDG,True,True
SOM,MWI,True,True
SOM,MLI,True,True
SOM,MRT,True,True
SOM,MAR,True,True
SOM,MOZ,True,True
SOM,NAM,True,True
SOM,NER,True,True
SOM,NGA,True,True
SOM,RWA,True,True
SOM,SEN,True,True
SOM,SLE,True,True
SOM,SOM,False,False
SOM,ZAF,True,True
SOM,SDN,True,True
SOM,SWZ,True,True
SOM,TZA,False,False
SOM,TGO,True,True
SOM,TUN,True,True
SOM,UGA,True,True
SOM,ZMB,True,True
SOM,ZWE,True,True
SOM,AFG,True,True
SOM,ARM,True,True
SOM,AZE,True,True
SOM,BGD,True,True
SOM,MMR,True,True
SOM,KHM,True,True
SOM,CHN,True,True
SOM,GEO,True,True
SOM,IND,True,True
SOM,IDN,True,True
SOM,IRN,True,True
SOM,IRQ,True,True
SOM,ISR,True,True
SOM,JPN,True,True
SOM,JOR,True,True
SOM,KAZ,True,True
SOM,LAO,True,True
SOM,LBN,True,True
SOM,MYS,True,True
SOM,MNG,True,True
SOM,NPL,True,True
SOM,OMN,True,True
SOM,PAK,True,True
SOM,PHL,True,True
SOM,QAT,True,True
SOM,SAU,True,False
SOM,KOR,True,True
SOM,LKA,True,True
SOM,SYR,True,True
SOM,TWN,True,True
SOM,TJK,True,True
SOM,THA,True,True
SOM,TUR,True,True
SOM,TKM,True,True
SOM,ARE,True,True
SOM,UZB,True,True
SOM,VNM,True,True
SOM,YEM,False,False
SOM,ALB,True,True
SOM,AUT,True,True
SOM,BLR,True,True
SOM,BEL,True,True
SOM,BIH,True,True
SOM,BGR,True,True
SOM,HRV,True,True
SOM,CYP,True,True
SOM,CZE,True,True
SOM,DNK,True,True
SOM,EST,True,True
SOM,FIN,True,True
SOM,FRA,True,True
SOM,DEU,True,True
SOM,GRC,True,True
SOM,HUN,True,True
SOM,ISL,True,True
SOM,IRL,True,True
SOM,ITA,True,True
SOM,LVA,True,True
SOM,LTU,True,True
SOM,MKD,True,True
SOM,MDA,True,True
SOM,MNE,True,True
SOM,NLD,True,True
SOM,NOR,True,True
SOM,POL,True,True
SOM,PRT,True,True
SOM,ROU,True,True
SOM,RUS,True,True
SOM,SRB,True,True
SOM,SVK,True,True
SOM,SVN,True,True
SOM,ESP,True,True
SOM,SWE,True,True
SOM,CHE,True,True
SOM,UKR,True,True
SOM,GBR,True,True
SOM,BHS,True,True
SOM,CAN,True,True
SOM,CRI,True,True
SOM,CUB,True,True
SOM,DOM,True,True
SOM,SLV,True,True
SOM,GTM,True,True
SOM,HTI,True,True
SOM,HND,True,True
SOM,JAM,True,True
SOM,MEX,True,True
SOM,NIC,True,True
SOM,PAN,True,True
SOM,USA,True,True
SOM,AUS,True,True
SOM,NZL,True,True
SOM,PNG,True,True
SOM,ARG,True,True
SOM,BOL,True,True
SOM,BRA,True,True
SOM,CHL,True,True
SOM,COL,True,True
SOM,ECU,True,True
SOM,PRY,True,True
SOM,PER,True,True
SOM,SUR,True,True
SOM,URY,True,True
SOM,VEN,True,True
ZAF,DZA,True,True
ZAF,AGO,True,True
ZAF,BEN,True,True
ZAF,BWA,False,False
ZAF,BFA,True,True
ZAF,BDI,True,True
ZAF,CMR,True,True
ZAF,CAF,True,True
ZAF,TCD,True,True
ZAF,COG,True,True
ZAF,COD,True,True
ZAF,CIV,True,True
ZAF,DJI,True,True
ZAF,EGY,True,True
ZAF,GNQ,True,True
ZAF,ERI,True,True
ZAF,ETH,True,True
ZAF,GAB,True,True
ZAF,GHA,True,True
ZAF,GIN,True,True
ZAF,GNB,True,True
ZAF,KEN,True,True
ZAF,LSO,False,False
ZAF,LBR,True,True
ZAF,LBY,True,True
ZAF,MDG,True,True
ZAF,MWI,True,True
ZAF,MLI,True,True
ZAF,MRT,True,True
ZAF,MAR,True,True
ZAF,MOZ,False,False
ZAF,NAM,False,False
ZAF,NER,True,True
ZAF,NGA,True,True
ZAF,RWA,True,True
ZAF,SEN,True,True
ZAF,SLE,True,True
ZAF,SOM,True,True
ZAF,ZAF,False,False
ZAF,SDN,True,True
ZAF,SWZ,False,False
ZAF,TZA,True,True
ZAF,TGO,True,True
ZAF,TUN,True,True
ZAF,UGA,True,True
ZAF,ZMB,True,True
ZAF,ZWE,False,False
ZAF,AFG,True,True
ZAF,ARM,True,True
ZAF,AZE,True,True
ZAF,BGD,True,True
ZAF,MMR,True,True
ZAF,KHM,True,True
ZAF,CHN,True,True
ZAF,GEO,True,True
ZAF,IND,True,True
ZAF,IDN,True,True
ZAF,IRN,True,True
ZAF,IRQ,True,True
ZAF,ISR,True,True
ZAF,JPN,True,True
ZAF,JOR,True,True
ZAF,KAZ,True,True
ZAF,LAO,True,True
ZAF,LBN,True,True
ZAF,MYS,True,True
ZAF,MNG,True,True
ZAF,NPL,True,True
ZAF,OMN,True,True
ZAF,PAK,True,True
ZAF,PHL,True,True
ZAF,QAT,True,True
ZAF,SAU,True,True
ZAF,KOR,True,True
ZAF,LKA,True,True
ZAF,SYR,True,True
ZAF,TWN,True,True
ZAF,TJK,True,True
ZAF,THA,True,True
ZAF,TUR,True,True
ZAF,TKM,True,True
ZAF,ARE,True,True
ZAF,UZB,True,True
ZAF,VNM,True,True
ZAF,YEM,True,True
ZAF,ALB,True,True
ZAF,AUT,True,True
ZAF,BLR,True,True
ZAF,BEL,True,True
ZAF,BIH,True,True
ZAF,BGR,True,True
ZAF,HRV,True,True
ZAF,CYP,True,True
ZAF,CZE,True,True
ZAF,DNK,True,True
ZAF,EST,True,True
ZAF,FIN,True,True
ZAF,FRA,True,True
ZAF,DEU,True,True
ZAF,GRC,True,True
ZAF,HUN,True,True
ZAF,ISL,True,True
ZAF,IRL,True,True
ZAF,ITA,True,True
ZAF,LVA,True,True
ZAF,LTU,True,True
ZAF,MKD,True,True
ZAF,MDA,True,True
ZAF,MNE,True,True
ZAF,NLD,True,True
ZAF,NOR,True,True
ZAF,POL,True,True
ZAF,PRT,True,True
ZAF,ROU,True,True
ZAF,RUS,True,True
ZAF,SRB,True,True
ZAF,SVK,True,True
ZAF,SVN,True,True
ZAF,ESP,True,True
ZAF,SWE,True,True
ZAF,CHE,True,True
ZAF,UKR,True,True
ZAF,GBR,True,True
ZAF,BHS,True,True
ZAF,CAN,True,True
ZAF,CRI,True,True
ZAF,CUB,True,True
ZAF,DOM,True,True
ZAF,SLV,True,True
ZAF,GTM,True,True
ZAF,HTI,True,True
ZAF,HND,True,True
ZAF,JAM,True,True
ZAF,MEX,True,True
ZAF,NIC,True,True
ZAF,PAN,True,True
ZAF,USA,True,True
ZAF,AUS,True,True
ZAF,NZL,True,True
ZAF,PNG,True,True
ZAF,ARG,True,True
ZAF,BOL,True,True
ZAF,BRA,True,True
ZAF,CHL,True,True
ZAF,COL,True,True
ZAF,ECU,True,True
ZAF,PRY,True,True
ZAF,PER,True,True
ZAF,SUR,True,True
ZAF,URY,True,True
ZAF,VEN,True,True
SDN,DZA,True,True
SDN,AGO,True,True
SDN,BEN,True,True
SDN,BWA,True,True
SDN,BFA,True,True
SDN,BDI,True,True
SDN,CMR,True,True
SDN,CAF,False,False
SDN,TCD,False,False
SDN,COG,True,True
SDN,COD,True,False
SDN,CIV,True,True
SDN,DJI,True,True
SDN,EGY,False,False
SDN,GNQ,True,True
SDN,ERI,False,False
SDN,ETH,False,False
SDN,GAB,True,True
SDN,GHA,True,True
SDN,GIN,True,True
SDN,GNB,True,True
SDN,KEN,True,False
SDN,LSO,True,True
SDN,LBR,True,True
SDN,LBY,False,False
SDN,MDG,True,True
SDN,MWI,True,True
SDN,MLI,True,True
SDN,MRT,True,True
SDN,MAR,True,True
SDN,MOZ,True,True
SDN,NAM,True,True
SDN,NER,True,True
SDN,NGA,True,True
SDN,RWA,True,True
SDN,SEN,True,True
SDN,SLE,True,True
SDN,SOM,True,True
SDN,ZAF,True,True
SDN,SDN,False,False
SDN,SWZ,True,True
SDN,TZA,True,True
SDN,TGO,True,True
SDN,TUN,True,True
SDN,UGA,True,True
SDN,ZMB,True,True
SDN,ZWE,True,True
SDN,AFG,True,True
SDN,ARM,True,True
SDN,AZE,True,True
SDN,BGD,True,True
SDN,MMR,True,True
SDN,KHM,True,True
SDN,CHN,True,True
SDN,GEO,True,True
SDN,IND,True,True
SDN,IDN,True,True
SDN,IRN,True,True
SDN,IRQ,True,True
SDN,ISR,True,True
SDN,JPN,True,True
SDN,JOR,True,True
SDN,KAZ,True,True
SDN,LAO,True,True
SDN,LBN,True,True
SDN,MYS,True,True
SDN,MNG,True,True
SDN,NPL,True,True
SDN,OMN,True,True
SDN,PAK,True,True
SDN,PHL,True,True
SDN,QAT,True,True
SDN,SAU,False,False
SDN,KOR,True,True
SDN,LKA,True,True
SDN,SYR,True,True
SDN,TWN,True,True
SDN,TJK,True,True
SDN,THA,True,True
SDN,TUR,True,True
SDN,TKM,True,True
SDN,ARE,True,True
SDN,UZB,True,True
SDN,VNM,True,True
SDN,YEM,True,False
SDN,ALB,True,True
SDN,AUT,True,True
SDN,BLR,True,True
SDN,BEL,True,True
SDN,BIH,True,True
SDN,BGR,True,True
SDN,HRV,True,True
SDN,CYP,True,True
SDN,CZE,True,True
SDN,DNK,True,True
SDN,EST,True,True
SDN,FIN,True,True
SDN,FRA,True,True
SDN,DEU,True,True
SDN,GRC,True,True
SDN,HUN,True,True
SDN,ISL,True,True
SDN,IRL,True,True
SDN,ITA,True,True
SDN,LVA,True,True
